customer_id,age,gender,location,subscription_status
CUST100917,50,Male,Visakhapatnam,Yes
CUST100921,42,Female,Delhi,No
CUST100922,36,Male,Delhi,Yes
CUST100923,24,Female,Kochi,No
CUST100924,28,Female,Gurgaon,No
CUST100925,57,Male,Nagpur,No
CUST100926,40,Female,Ahmedabad,No
CUST100927,30,Female,Hyderabad,No
CUST100928,35,Female,Kochi,No
CUST100929,42,Female,Hyderabad,No
CUST100930,40,Female,Hyderabad,No
CUST100931,47,Female,Kochi,Yes
CUST100932,28,Female,Jaipur,Yes
CUST100933,45,Male,Kochi,No
CUST100934,36,Female,Mumbai,No
CUST100935,57,Female,Bhubaneswar,No
CUST100936,24,Female,Pune,Yes
CUST100937,24,Male,Jaipur,Yes
CUST100938,37,Male,Kochi,No
CUST100939,39,Male,Chennai,No
CUST100940,47,Male,Chandigarh,Yes
CUST100942,56,Male,Gurgaon,Yes
CUST100943,37,Male,Kochi,No
CUST100944,23,Female,Jaipur,No
CUST100945,23,Male,Delhi,No
CUST100946,58,Female,Bangalore,Yes
CUST100949,29,Male,Bhubaneswar,Yes
CUST100950,21,Female,Delhi,Yes
CUST100951,30,Male,Chennai,No
CUST100952,43,Female,Noida,No
CUST100953,35,Female,Noida,No
CUST100954,50,Male,Delhi,No
CUST100955,43,Female,Pune,No
CUST100956,34,Male,Mumbai,No
CUST100957,44,Male,Kolkata,No
CUST100958,58,Male,Bangalore,Yes
CUST100959,35,Male,Delhi,No
CUST100960,24,Female,Delhi,Yes
CUST100961,35,Female,Kochi,No
CUST100962,53,Female,Noida,No
CUST100964,57,Female,Kolkata,No
CUST100965,42,Male,Chennai,Yes
CUST100967,31,Male,Pune,Yes
CUST100968,56,Female,Hyderabad,No
CUST100971,35,Female,Nagpur,No
CUST100973,37,Female,Kolkata,Yes
CUST100974,24,Female,Bangalore,Yes
CUST100975,27,Female,Delhi,Yes
CUST100977,42,Female,Pune,No
CUST100978,32,Male,Chandigarh,No
CUST100979,41,Female,Delhi,No
CUST100980,42,Male,Visakhapatnam,No
CUST100983,45,Male,Nagpur,No
CUST100984,42,Male,Bangalore,No
CUST100985,45,Male,Chandigarh,No
CUST100986,43,Male,Nagpur,Yes
CUST100987,31,Male,Indore,No
CUST100988,28,Male,Indore,Yes
CUST100989,51,Male,Kolkata,No
CUST100990,32,Female,Indore,No
CUST100992,26,Female,Mumbai,Yes
CUST100993,36,Male,Mumbai,No
CUST100994,40,Male,Noida,No
CUST100996,40,Male,Kolkata,No
CUST100997,33,Male,Kochi,No
CUST100998,58,Female,Jaipur,No
CUST100999,39,Female,Chennai,No
CUST101000,51,Male,Chennai,No
CUST101001,48,Female,Pune,Yes
CUST101002,41,Male,Noida,No
CUST101003,55,Female,Pune,Yes
CUST101004,23,Male,Kolkata,Yes
CUST101005,56,Male,Chandigarh,No
CUST101006,53,Female,Lucknow,Yes
CUST101007,39,Male,Surat,No
CUST101008,48,Female,Delhi,No
CUST101009,39,Male,Noida,Yes
CUST101010,29,Female,Kolkata,No
CUST101011,51,Female,Delhi,No
CUST101012,28,Male,Jaipur,No
CUST101013,31,Female,Chandigarh,Yes
CUST101014,39,Male,Kolkata,No
CUST101015,53,Male,Gurgaon,No
CUST101016,34,Male,Hyderabad,No
CUST101017,38,Female,Bangalore,No
CUST101018,19,Female,Hyderabad,No
CUST101019,22,Female,Chennai,No
CUST101020,20,Female,Lucknow,Yes
CUST101022,54,Male,Chandigarh,No
CUST101023,53,Female,Mumbai,No
CUST101024,52,Female,Chennai,No
CUST101025,20,Male,Mumbai,No
CUST101026,21,Female,Jaipur,No
CUST101027,29,Male,Bangalore,No
CUST101028,41,Male,Kolkata,Yes
CUST101029,32,Male,Gurgaon,Yes
CUST101030,38,Male,Jaipur,No
CUST101031,25,Male,Hyderabad,No
CUST101032,48,Female,Hyderabad,No
CUST101033,31,Female,Ahmedabad,No
CUST101034,20,Female,Pune,No
CUST101035,49,Male,Mumbai,Yes
CUST101036,55,Male,Nagpur,No
CUST101037,18,Male,Kolkata,No
CUST101041,53,Female,Hyderabad,Yes
CUST101042,35,Female,Hyderabad,No
CUST101043,33,Female,Pune,No
CUST101044,47,Male,Kolkata,Yes
CUST101045,24,Female,Kochi,Yes
CUST101046,28,Female,Patna,Yes
CUST101048,46,Female,Mumbai,No
CUST101049,23,Female,Gurgaon,No
CUST101050,39,Female,Visakhapatnam,Yes
CUST101051,33,Male,Nagpur,No
CUST101052,39,Female,Delhi,No
CUST101053,58,Female,Bangalore,No
CUST101055,59,Female,Indore,No
CUST101056,36,Male,Pune,No
CUST101057,50,Female,Kolkata,No
CUST101059,31,Male,Bangalore,No
CUST101060,50,Female,Pune,No
CUST101061,46,Male,Delhi,No
CUST101064,49,Male,Jaipur,Yes
CUST101067,44,Male,Chandigarh,No
CUST101068,32,Female,Mumbai,No
CUST101069,18,Male,Bangalore,No
CUST101070,46,Female,Ahmedabad,Yes
CUST101071,26,Male,Hyderabad,No
CUST101072,49,Male,Mumbai,No
CUST101074,37,Female,Mumbai,No
CUST101075,24,Male,Kolkata,Yes
CUST101076,47,Male,Pune,No
CUST101077,24,Female,Mumbai,No
CUST101078,35,Female,Lucknow,Yes
CUST101080,56,Female,Hyderabad,No
CUST101081,59,Female,Bangalore,No
CUST101082,58,Male,Gurgaon,Yes
CUST101083,41,Female,Bhubaneswar,Yes
CUST101084,26,Male,Kolkata,Yes
CUST101085,53,Female,Delhi,Yes
CUST101086,51,Male,Bangalore,Yes
CUST101087,59,Female,Mumbai,No
CUST101090,39,Female,Bhubaneswar,No
CUST101091,36,Male,Pune,No
CUST101093,34,Female,Surat,Yes
CUST101095,21,Male,Gurgaon,No
CUST101097,49,Male,Surat,No
CUST101099,36,Female,Delhi,No
CUST101100,38,Female,Surat,Yes
CUST101101,37,Female,Delhi,No
CUST101102,56,Male,Mumbai,No
CUST101103,24,Female,Gurgaon,No
CUST101104,30,Female,Kolkata,No
CUST101105,25,Male,Nagpur,No
CUST101107,56,Male,Pune,No
CUST101108,57,Male,Hyderabad,No
CUST101109,19,Female,Mumbai,No
CUST101112,26,Male,Kolkata,No
CUST101113,30,Male,Hyderabad,No
CUST101115,38,Male,Pune,No
CUST101116,59,Male,Gurgaon,Yes
CUST101117,42,Female,Gurgaon,No
CUST101118,48,Male,Nagpur,No
CUST101119,38,Female,Hyderabad,No
CUST101120,18,Male,Kolkata,No
CUST101122,29,Male,Noida,No
CUST101123,28,Male,Hyderabad,No
CUST101125,53,Female,Mumbai,No
CUST101126,53,Female,Indore,Yes
CUST101127,44,Male,Indore,No
CUST101128,41,Male,Nagpur,Yes
CUST101129,45,Female,Delhi,No
CUST101130,35,Male,Visakhapatnam,Yes
CUST101132,51,Female,Hyderabad,No
CUST101133,50,Male,Bangalore,No
CUST101134,43,Male,Bangalore,Yes
CUST101135,20,Male,Pune,No
CUST101136,48,Male,Bangalore,No
CUST101137,33,Female,Chennai,No
CUST101138,49,Female,Ahmedabad,Yes
CUST101139,40,Female,Surat,Yes
CUST101140,55,Male,Lucknow,No
CUST101141,32,Female,Pune,No
CUST101142,57,Male,Mumbai,Yes
CUST101144,31,Male,Delhi,Yes
CUST101145,38,Female,Bangalore,No
CUST101146,40,Male,Delhi,Yes
CUST101147,50,Male,Jaipur,No
CUST101150,33,Male,Hyderabad,No
CUST101151,39,Female,Kolkata,No
CUST101152,36,Female,Kolkata,No
CUST101153,56,Male,Delhi,No
CUST101154,30,Female,Chennai,No
CUST101155,42,Female,Ahmedabad,No
CUST101157,53,Female,Delhi,Yes
CUST101158,34,Female,Jaipur,Yes
CUST101159,32,Female,Hyderabad,No
CUST101160,42,Female,Delhi,No
CUST101161,38,Female,Mumbai,No
CUST101163,40,Male,Hyderabad,No
CUST101164,39,Male,Lucknow,No
CUST101165,22,Female,Bangalore,No
CUST101168,59,Female,Pune,Yes
CUST101169,56,Female,Gurgaon,Yes
CUST101170,44,Male,Chennai,Yes
CUST101171,44,Female,Delhi,No
CUST101172,34,Female,Kolkata,Yes
CUST101174,18,Female,Bhubaneswar,No
CUST101177,26,Male,Hyderabad,No
CUST101178,28,Male,Mumbai,No
CUST101179,19,Male,Jaipur,Yes
CUST101180,43,Male,Kolkata,No
CUST101181,56,Male,Kolkata,Yes
CUST101182,47,Female,Indore,No
CUST101183,36,Male,Hyderabad,No
CUST101184,35,Male,Jaipur,No
CUST101186,23,Female,Delhi,No
CUST101187,43,Female,Chennai,No
CUST101189,18,Male,Kolkata,No
CUST101190,35,Female,Mumbai,No
CUST101191,29,Male,Lucknow,Yes
CUST101192,25,Female,Bhubaneswar,No
CUST101193,47,Female,Kochi,Yes
CUST101195,44,Female,Chennai,Yes
CUST101196,47,Female,Pune,No
CUST101197,59,Male,Indore,Yes
CUST101200,54,Female,Kolkata,Yes
CUST101201,38,Male,Mumbai,No
CUST101202,59,Male,Pune,No
CUST101203,49,Female,Mumbai,No
CUST101204,45,Male,Delhi,Yes
CUST101205,55,Male,Kolkata,No
CUST101206,39,Male,Ahmedabad,No
CUST101208,29,Male,Gurgaon,Yes
CUST101209,58,Male,Surat,No
CUST101210,44,Male,Noida,No
CUST101211,50,Female,Lucknow,No
CUST101212,37,Female,Delhi,Yes
CUST101213,54,Male,Pune,Yes
CUST101215,22,Female,Delhi,No
CUST101216,39,Male,Mumbai,No
CUST101217,48,Female,Indore,No
CUST101219,36,Female,Bhubaneswar,Yes
CUST101220,45,Male,Visakhapatnam,No
CUST101222,58,Male,Mumbai,No
CUST101225,58,Female,Nagpur,No
CUST101227,59,Male,Mumbai,No
CUST101228,24,Female,Patna,No
CUST101229,30,Female,Mumbai,No
CUST101230,52,Male,Chennai,Yes
CUST101232,58,Male,Mumbai,No
CUST101234,44,Female,Visakhapatnam,Yes
CUST101235,32,Female,Nagpur,Yes
CUST101237,23,Male,Hyderabad,No
CUST101238,30,Male,Bangalore,No
CUST101239,19,Male,Chennai,No
CUST101242,58,Male,Gurgaon,Yes
CUST101243,38,Male,Visakhapatnam,Yes
CUST101244,54,Male,Kolkata,No
CUST101245,59,Female,Chennai,No
CUST101246,54,Male,Chennai,No
CUST101247,37,Male,Mumbai,No
CUST101248,31,Female,Bangalore,No
CUST101250,28,Male,Chennai,Yes
CUST101251,35,Male,Pune,No
CUST101253,51,Male,Bangalore,No
CUST101254,45,Female,Delhi,No
CUST101255,21,Female,Delhi,Yes
CUST101256,27,Female,Mumbai,No
CUST101258,40,Female,Indore,No
CUST101260,29,Male,Ahmedabad,No
CUST101261,56,Female,Chennai,Yes
CUST101262,36,Male,Mumbai,No
CUST101264,28,Male,Hyderabad,Yes
CUST101265,19,Male,Nagpur,No
CUST101267,33,Female,Bangalore,No
CUST101268,58,Female,Hyderabad,No
CUST101269,20,Male,Mumbai,No
CUST101271,22,Male,Delhi,No
CUST101272,57,Male,Delhi,No
CUST101273,46,Male,Bangalore,No
CUST101274,50,Male,Indore,No
CUST101275,47,Male,Kolkata,Yes
CUST101276,45,Male,Pune,No
CUST101277,50,Male,Hyderabad,Yes
CUST101278,18,Female,Delhi,Yes
CUST101281,49,Male,Delhi,No
CUST101282,34,Female,Pune,No
CUST101283,51,Male,Delhi,Yes
CUST101286,56,Male,Kolkata,No
CUST101287,27,Female,Bangalore,No
CUST101288,22,Male,Hyderabad,No
CUST101289,44,Male,Chandigarh,Yes
CUST101291,54,Female,Mumbai,No
CUST101292,36,Female,Pune,No
CUST101293,18,Female,Pune,Yes
CUST101294,57,Female,Visakhapatnam,Yes
CUST101295,39,Male,Chennai,No
CUST101296,29,Female,Delhi,Yes
CUST101298,40,Female,Ahmedabad,No
CUST101299,19,Male,Mumbai,Yes
CUST101301,34,Female,Bangalore,No
CUST101302,47,Male,Surat,Yes
CUST101304,43,Male,Chennai,Yes
CUST101305,46,Female,Bhubaneswar,No
CUST101306,28,Female,Visakhapatnam,No
CUST101307,27,Male,Mumbai,No
CUST101308,35,Female,Chennai,No
CUST101309,53,Female,Pune,No
CUST101310,40,Female,Delhi,Yes
CUST101312,50,Female,Bangalore,Yes
CUST101313,53,Female,Bhubaneswar,No
CUST101315,30,Male,Noida,No
CUST101317,42,Female,Mumbai,No
CUST101318,36,Male,Nagpur,No
CUST101319,34,Female,Delhi,Yes
CUST101320,22,Female,Delhi,No
CUST101321,29,Male,Chennai,Yes
CUST101322,41,Male,Jaipur,Yes
CUST101323,55,Female,Hyderabad,No
CUST101325,25,Female,Hyderabad,No
CUST101326,46,Female,Bangalore,No
CUST101327,21,Female,Delhi,Yes
CUST101328,46,Male,Kolkata,Yes
CUST101329,32,Female,Mumbai,No
CUST101330,36,Female,Hyderabad,No
CUST101331,48,Male,Ahmedabad,Yes
CUST101332,35,Female,Chandigarh,No
CUST101333,51,Female,Bangalore,No
CUST101335,59,Male,Bangalore,No
CUST101336,44,Male,Bhubaneswar,No
CUST101337,30,Male,Bangalore,No
CUST101338,50,Male,Bangalore,No
CUST101339,35,Male,Chennai,Yes
CUST101340,40,Female,Bangalore,Yes
CUST101341,23,Male,Mumbai,Yes
CUST101342,23,Female,Mumbai,No
CUST101343,42,Male,Ahmedabad,Yes
CUST101345,59,Male,Ahmedabad,No
CUST101346,53,Male,Gurgaon,No
CUST101348,48,Female,Patna,No
CUST101349,42,Female,Chandigarh,Yes
CUST101351,34,Female,Chandigarh,No
CUST101352,38,Male,Hyderabad,No
CUST101353,56,Female,Hyderabad,No
CUST101354,27,Male,Chennai,No
CUST101356,32,Male,Kolkata,No
CUST101357,23,Male,Delhi,No
CUST101358,22,Male,Delhi,No
CUST101359,33,Female,Patna,Yes
CUST101360,21,Female,Lucknow,Yes
CUST101361,20,Female,Pune,No
CUST101363,26,Female,Pune,No
CUST101364,41,Male,Kochi,No
CUST101365,18,Female,Ahmedabad,Yes
CUST101366,30,Male,Pune,No
CUST101367,37,Male,Kolkata,No
CUST101368,58,Female,Hyderabad,No
CUST101369,44,Male,Lucknow,No
CUST101370,54,Male,Visakhapatnam,No
CUST101371,32,Female,Chennai,Yes
CUST101372,36,Male,Chennai,No
CUST101373,35,Female,Chennai,No
CUST101374,55,Male,Chennai,No
CUST101375,58,Female,Visakhapatnam,Yes
CUST101376,58,Female,Lucknow,No
CUST101377,49,Female,Hyderabad,Yes
CUST101378,39,Female,Chennai,No
CUST101379,40,Female,Chennai,Yes
CUST101380,59,Female,Delhi,No
CUST101381,29,Male,Kolkata,No
CUST101382,32,Male,Indore,No
CUST101383,55,Female,Jaipur,No
CUST101386,41,Male,Chandigarh,No
CUST101387,31,Female,Bangalore,No
CUST101388,55,Male,Pune,Yes
CUST101389,56,Female,Pune,Yes
CUST101390,30,Female,Surat,No
CUST101391,40,Female,Mumbai,No
CUST101392,59,Male,Bangalore,No
CUST101393,49,Female,Kolkata,Yes
CUST101394,27,Female,Delhi,No
CUST101395,42,Male,Chennai,No
CUST101396,44,Female,Gurgaon,No
CUST101397,45,Male,Mumbai,No
CUST101398,19,Female,Kolkata,No
CUST101399,30,Male,Visakhapatnam,No
CUST101400,53,Female,Kolkata,No
CUST101401,28,Female,Kolkata,No
CUST101402,30,Male,Pune,No
CUST101405,24,Female,Jaipur,No
CUST101406,32,Female,Chennai,No
CUST101407,54,Male,Hyderabad,Yes
CUST101411,41,Female,Noida,No
CUST101413,51,Female,Pune,No
CUST101414,42,Male,Bangalore,No
CUST101415,50,Female,Mumbai,No
CUST101416,44,Female,Kolkata,No
CUST101418,54,Male,Bangalore,No
CUST101420,57,Male,Chennai,Yes
CUST101422,42,Male,Pune,No
CUST101423,46,Female,Mumbai,Yes
CUST101424,28,Male,Kolkata,No
CUST101425,52,Male,Mumbai,No
CUST101426,46,Male,Kolkata,Yes
CUST101427,55,Female,Hyderabad,No
CUST101429,51,Male,Chennai,No
CUST101430,37,Female,Kochi,No
CUST101432,25,Male,Indore,No
CUST101433,41,Male,Bangalore,No
CUST101435,22,Female,Delhi,No
CUST101436,35,Female,Chennai,Yes
CUST101437,45,Male,Jaipur,No
CUST101438,31,Male,Surat,No
CUST101442,57,Female,Delhi,No
CUST101444,23,Female,Mumbai,No
CUST101445,19,Female,Mumbai,Yes
CUST101446,57,Male,Patna,No
CUST101447,58,Female,Bhubaneswar,No
CUST101448,49,Female,Pune,Yes
CUST101449,22,Male,Chennai,No
CUST101451,19,Male,Bangalore,Yes
CUST101452,20,Female,Chennai,No
CUST101453,28,Female,Hyderabad,No
CUST101454,42,Female,Kochi,No
CUST101455,20,Male,Patna,Yes
CUST101456,59,Female,Ahmedabad,Yes
CUST101458,29,Male,Kolkata,No
CUST101459,39,Male,Bangalore,No
CUST101460,51,Female,Nagpur,No
CUST101461,31,Male,Mumbai,Yes
CUST101462,19,Male,Delhi,Yes
CUST101463,20,Female,Lucknow,Yes
CUST101464,53,Male,Kolkata,No
CUST101465,22,Male,Surat,Yes
CUST101466,44,Male,Delhi,Yes
CUST101467,34,Male,Indore,No
CUST101468,50,Female,Delhi,No
CUST101469,20,Male,Delhi,Yes
CUST101470,55,Male,Kolkata,No
CUST101472,36,Female,Pune,Yes
CUST101473,26,Female,Delhi,Yes
CUST101474,59,Female,Delhi,No
CUST101475,30,Female,Chandigarh,No
CUST101476,38,Male,Bangalore,No
CUST101477,34,Female,Ahmedabad,No
CUST101479,35,Male,Delhi,No
CUST101481,18,Male,Bangalore,No
CUST101482,30,Female,Chennai,No
CUST101483,22,Female,Delhi,No
CUST101484,35,Female,Surat,No
CUST101485,54,Male,Pune,Yes
CUST101487,18,Male,Bhubaneswar,No
CUST101488,22,Female,Hyderabad,No
CUST101489,39,Female,Kochi,No
CUST101490,29,Female,Chandigarh,No
CUST101492,19,Female,Kochi,No
CUST101494,35,Male,Mumbai,Yes
CUST101496,41,Male,Indore,Yes
CUST101499,53,Male,Bhubaneswar,Yes
CUST101501,28,Male,Kolkata,No
CUST101502,27,Female,Kolkata,No
CUST101503,31,Female,Mumbai,Yes
CUST101504,43,Female,Chandigarh,No
CUST101505,28,Female,Delhi,No
CUST101507,38,Female,Surat,Yes
CUST101509,46,Female,Lucknow,Yes
CUST101510,32,Male,Mumbai,No
CUST101511,27,Male,Surat,No
CUST101512,49,Female,Bhubaneswar,Yes
CUST101513,31,Female,Mumbai,No
CUST101514,28,Male,Lucknow,Yes
CUST101515,57,Female,Kolkata,No
CUST101516,38,Male,Kolkata,No
CUST101517,20,Female,Lucknow,No
CUST101518,38,Male,Kolkata,Yes
CUST101519,37,Male,Pune,Yes
CUST101520,54,Male,Bangalore,No
CUST101521,47,Male,Chennai,No
CUST101522,26,Male,Nagpur,Yes
CUST101523,24,Male,Mumbai,No
CUST101524,43,Male,Pune,Yes
CUST101525,19,Male,Bangalore,No
CUST101526,31,Female,Surat,No
CUST101527,23,Male,Pune,Yes
CUST101528,18,Female,Chennai,No
CUST101529,56,Female,Bangalore,Yes
CUST101531,18,Female,Bhubaneswar,No
CUST101533,25,Male,Kolkata,No
CUST101535,19,Female,Chennai,No
CUST101538,47,Female,Mumbai,No
CUST101539,44,Male,Lucknow,Yes
CUST101540,37,Male,Nagpur,No
CUST101542,21,Female,Nagpur,No
CUST101543,41,Male,Kolkata,No
CUST101545,42,Female,Ahmedabad,Yes
CUST101546,46,Female,Bhubaneswar,No
CUST101548,38,Female,Kolkata,No
CUST101549,18,Male,Lucknow,Yes
CUST101550,29,Male,Gurgaon,No
CUST101551,53,Female,Patna,Yes
CUST101552,40,Male,Noida,No
CUST101553,44,Male,Chennai,Yes
CUST101554,37,Male,Hyderabad,Yes
CUST101555,24,Male,Kolkata,Yes
CUST101556,55,Male,Hyderabad,No
CUST101559,53,Male,Kolkata,No
CUST101560,30,Female,Hyderabad,No
CUST101561,28,Female,Ahmedabad,Yes
CUST101562,28,Male,Kolkata,Yes
CUST101563,56,Female,Mumbai,No
CUST101564,41,Female,Nagpur,No
CUST101565,37,Female,Hyderabad,No
CUST101566,58,Male,Chennai,Yes
CUST101567,43,Male,Bangalore,No
CUST101568,56,Male,Pune,Yes
CUST101569,59,Female,Lucknow,No
CUST101570,21,Female,Nagpur,Yes
CUST101571,33,Female,Delhi,No
CUST101572,48,Female,Visakhapatnam,No
CUST101573,52,Female,Lucknow,No
CUST101574,24,Female,Hyderabad,Yes
CUST101575,31,Male,Bangalore,No
CUST101576,41,Female,Hyderabad,Yes
CUST101578,22,Male,Hyderabad,Yes
CUST101579,43,Male,Kolkata,Yes
CUST101581,27,Male,Nagpur,Yes
CUST101583,35,Male,Noida,No
CUST101584,44,Male,Mumbai,No
CUST101585,31,Male,Nagpur,No
CUST101586,52,Female,Hyderabad,No
CUST101587,21,Female,Mumbai,No
CUST101588,54,Male,Visakhapatnam,No
CUST101589,19,Male,Bangalore,Yes
CUST101590,48,Male,Mumbai,No
CUST101591,32,Male,Pune,Yes
CUST101592,34,Female,Hyderabad,No
CUST101593,18,Female,Mumbai,No
CUST101594,47,Female,Pune,No
CUST101595,24,Male,Noida,No
CUST101598,53,Male,Pune,No
CUST101599,47,Female,Indore,No
CUST101600,30,Female,Mumbai,No
CUST101601,49,Female,Bangalore,Yes
CUST101602,52,Female,Delhi,No
CUST101604,23,Female,Bangalore,Yes
CUST101605,55,Male,Chandigarh,No
CUST101609,23,Male,Bangalore,No
CUST101610,50,Male,Delhi,No
CUST101611,24,Female,Noida,No
CUST101612,46,Female,Chennai,No
CUST101613,47,Female,Bhubaneswar,Yes
CUST101614,20,Male,Kolkata,Yes
CUST101615,25,Female,Mumbai,No
CUST101616,51,Male,Chennai,Yes
CUST101617,39,Male,Bangalore,Yes
CUST101618,23,Male,Nagpur,No
CUST101619,59,Male,Lucknow,No
CUST101621,18,Female,Kolkata,No
CUST101622,56,Female,Jaipur,No
CUST101623,18,Female,Gurgaon,No
CUST101624,41,Male,Delhi,No
CUST101625,59,Female,Delhi,No
CUST101627,42,Male,Chennai,No
CUST101628,34,Female,Kolkata,No
CUST101629,23,Male,Mumbai,No
CUST101630,42,Male,Chennai,No
CUST101631,55,Male,Chennai,No
CUST101632,21,Male,Mumbai,Yes
CUST101634,35,Male,Pune,No
CUST101635,40,Male,Chennai,Yes
CUST101636,24,Female,Kolkata,No
CUST101638,25,Male,Surat,No
CUST101639,29,Male,Pune,Yes
CUST101640,48,Female,Kolkata,No
CUST101641,20,Female,Kochi,Yes
CUST101642,36,Female,Surat,No
CUST101643,42,Male,Indore,Yes
CUST101644,23,Male,Bangalore,No
CUST101645,30,Female,Mumbai,No
CUST101646,32,Male,Lucknow,No
CUST101647,45,Female,Kolkata,No
CUST101648,59,Female,Jaipur,Yes
CUST101649,53,Male,Noida,No
CUST101650,25,Female,Hyderabad,No
CUST101651,18,Female,Hyderabad,No
CUST101652,20,Male,Kolkata,Yes
CUST101653,43,Male,Hyderabad,No
CUST101654,24,Male,Jaipur,No
CUST101655,27,Female,Noida,No
CUST101656,53,Male,Kolkata,No
CUST101657,54,Male,Chandigarh,Yes
CUST101658,53,Female,Kolkata,No
CUST101659,28,Male,Lucknow,No
CUST101660,44,Male,Bangalore,No
CUST101662,25,Male,Lucknow,Yes
CUST101663,41,Male,Bangalore,No
CUST101664,40,Male,Pune,Yes
CUST101665,34,Male,Surat,No
CUST101667,46,Female,Chandigarh,No
CUST101669,48,Male,Nagpur,No
CUST101670,50,Female,Chennai,Yes
CUST101672,29,Female,Visakhapatnam,No
CUST101674,48,Female,Mumbai,No
CUST101675,59,Female,Delhi,Yes
CUST101676,24,Male,Gurgaon,No
CUST101678,56,Male,Bangalore,No
CUST101679,39,Male,Hyderabad,No
CUST101680,57,Female,Noida,No
CUST101681,18,Male,Kolkata,Yes
CUST101682,19,Male,Nagpur,No
CUST101683,51,Male,Chandigarh,Yes
CUST101684,33,Male,Visakhapatnam,Yes
CUST101685,39,Female,Kochi,Yes
CUST101686,35,Female,Bangalore,No
CUST101687,35,Male,Jaipur,No
CUST101688,57,Male,Delhi,Yes
CUST101689,21,Male,Visakhapatnam,Yes
CUST101690,50,Male,Bangalore,No
CUST101691,55,Female,Jaipur,Yes
CUST101693,34,Male,Mumbai,Yes
CUST101694,24,Male,Surat,No
CUST101695,46,Female,Delhi,No
CUST101698,33,Male,Chennai,Yes
CUST101699,58,Male,Pune,Yes
CUST101701,25,Male,Hyderabad,Yes
CUST101702,46,Male,Pune,No
CUST101703,26,Female,Nagpur,Yes
CUST101706,59,Male,Patna,No
CUST101707,56,Male,Delhi,No
CUST101709,26,Male,Pune,No
CUST101712,54,Female,Mumbai,No
CUST101713,48,Female,Noida,No
CUST101714,45,Male,Mumbai,Yes
CUST101715,54,Male,Kolkata,No
CUST101716,45,Female,Chandigarh,Yes
CUST101717,33,Male,Ahmedabad,Yes
CUST101719,39,Male,Hyderabad,Yes
CUST101720,21,Male,Bhubaneswar,No
CUST101721,49,Male,Chennai,No
CUST101722,45,Female,Delhi,No
CUST101723,48,Female,Bangalore,No
CUST101724,40,Female,Hyderabad,No
CUST101725,50,Female,Visakhapatnam,No
CUST101726,57,Male,Hyderabad,Yes
CUST101727,41,Female,Delhi,Yes
CUST101728,36,Male,Kolkata,No
CUST101729,22,Male,Delhi,No
CUST101730,50,Female,Hyderabad,Yes
CUST101731,55,Male,Visakhapatnam,No
CUST101732,47,Male,Lucknow,No
CUST101733,54,Male,Delhi,Yes
CUST101734,54,Male,Chennai,Yes
CUST101735,51,Male,Mumbai,No
CUST101736,39,Female,Mumbai,Yes
CUST101737,22,Female,Pune,Yes
CUST101738,18,Male,Kolkata,No
CUST101739,26,Female,Chandigarh,No
CUST101740,36,Male,Kochi,No
CUST101741,49,Female,Bangalore,No
CUST101742,37,Male,Patna,No
CUST101743,18,Male,Kolkata,No
CUST101744,26,Male,Bangalore,No
CUST101746,59,Female,Delhi,No
CUST101747,33,Female,Pune,No
CUST101748,51,Female,Chandigarh,No
CUST101750,57,Male,Nagpur,No
CUST101751,55,Male,Bangalore,No
CUST101752,44,Male,Surat,No
CUST101754,44,Male,Mumbai,No
CUST101755,31,Male,Chennai,No
CUST101757,43,Male,Mumbai,No
CUST101758,41,Female,Nagpur,Yes
CUST101759,42,Female,Bangalore,Yes
CUST101760,34,Male,Kolkata,No
CUST101761,35,Male,Hyderabad,Yes
CUST101762,18,Female,Mumbai,No
CUST101763,43,Female,Bhubaneswar,Yes
CUST101765,57,Male,Lucknow,No
CUST101766,39,Female,Pune,Yes
CUST101767,37,Female,Kolkata,No
CUST101768,20,Male,Pune,No
CUST101769,26,Male,Kochi,Yes
CUST101770,32,Female,Lucknow,No
CUST101772,33,Female,Ahmedabad,No
CUST101773,34,Male,Pune,No
CUST101774,50,Male,Chennai,No
CUST101777,24,Female,Noida,No
CUST101778,30,Male,Bhubaneswar,No
CUST101780,19,Male,Indore,Yes
CUST101781,32,Female,Pune,No
CUST101782,18,Female,Noida,No
CUST101783,58,Female,Mumbai,Yes
CUST101784,48,Male,Kolkata,No
CUST101785,28,Female,Bangalore,No
CUST101786,26,Female,Delhi,Yes
CUST101787,22,Female,Bhubaneswar,No
CUST101788,37,Male,Nagpur,Yes
CUST101789,49,Male,Kolkata,No
CUST101790,42,Male,Bangalore,Yes
CUST101791,55,Female,Lucknow,Yes
CUST101794,38,Female,Visakhapatnam,Yes
CUST101796,58,Male,Bangalore,Yes
CUST101797,25,Male,Bangalore,Yes
CUST101798,38,Female,Mumbai,Yes
CUST101799,39,Female,Chennai,No
CUST101801,37,Female,Mumbai,No
CUST101802,37,Female,Hyderabad,No
CUST101803,28,Female,Mumbai,No
CUST101804,23,Female,Chandigarh,Yes
CUST101807,38,Male,Bangalore,Yes
CUST101808,21,Male,Mumbai,No
CUST101810,28,Female,Lucknow,Yes
CUST101811,45,Male,Bangalore,No
CUST101812,46,Male,Kolkata,No
CUST101814,55,Male,Visakhapatnam,No
CUST101815,22,Male,Mumbai,Yes
CUST101816,27,Female,Chennai,Yes
