product_key,category,item_purchased,brand,color,size
4EC4A7A2C7459CD26914F75EFDE22A07D47E5AE162AB59C3FB9BD0D26FB68F77,Clothing,Jacket,Nike,Navy,M
CE9BFCDB068E7EB9E4DD36857E6CE5CE97BAB8BA8E8D81A9EE9D7FA582B160A0,Clothing,Jacket,Nike,Navy,S
E81C115752CAC1F142FC914DBD867379F6E52F3A550323646F2308C8D846F871,Clothing,Jacket,Nike,Navy,XL
4E336E52D6E3E38F7B178EFEC2158F6D31115ED0AA3224DB087713CF66873BCC,Clothing,Jacket,Nike,Navy,XXL
683682C27489D4D66D7FDDC0B48CDD8E844E47D4061964D0859D6F79CCBE3AE5,Clothing,Jacket,Nike,Pink,M
9CC4DCADC4883F8689A0CD04B1C82F0C184B2F2A0B3ADBAFEA31EFBC57FF1138,Clothing,Jacket,Nike,Pink,XS
82B9F546022D6E408A6D8472D75DF2A8B9F8463E8B50A8E6B6D097296DE6AAB9,Clothing,Jacket,Nike,Pink,XXL
59154088761770130DF2C41A11FDC5E687AF94E42E2269941AA3734162B092FF,Clothing,Jacket,Nike,Red,M
3F774A1ED81041EB949C41E82F595F950B70B24A5F80905A96BEBB3FA24C8DA0,Clothing,Jacket,Nike,Red,S
F1E41AA88703AC7E0F5F772D62B3396F55EDF5869094AFF4F4E8922733CE6F0C,Clothing,Jacket,Nike,Red,XL
5BC8786CBA0D52D5E77A927001359CC219E22E1B0827641AA4F05796DD0E347B,Clothing,Jacket,Nike,White,L
8116BF62B52B42AABB6C13FE58B68AE684B011436792D6BB54D6395190CABCAF,Clothing,Jacket,Nike,White,M
168C13BFDCDEE88C608BDEBA3BEE5B6EE4F2039E97E3E1914AB3D15876523A30,Clothing,Jacket,Nike,White,XS
B385C1718DE68A6FB05B9F38F75A70B7C4EF53B5551AAB9E74763B16FC947FA4,Clothing,Jacket,Nike,Yellow,L
9EE3C4CA54BBAE7DF1BC8591E8607C677DAA108A2C6A7145A9C07C115713AF2E,Clothing,Jacket,Nike,Yellow,M
8988CA388ED62180C74270439CA89850FC6B793E00B01A54D75894AB8CB41783,Clothing,Jacket,Nike,Yellow,S
098AD615C5E1CA035F1C055423E6A19ED0095D28B1808CEA3F18B29F8B8D81BD,Clothing,Jacket,Nike,Yellow,XL
07B51F54A8CA7674DFF33AB1D88F0BDEFCB65173812284E47BB87C48E3070D8B,Clothing,Jacket,Puma,Beige,L
04A91522C0E451EED97DF7A56E1461914C1E51C605A1D8E9F8C540E4A70C55E1,Clothing,Jacket,Puma,Beige,S
96DE7E749B8FE475D26E36CDC44AC887FCCC214CAE8E8622A3FBA2FF82A7844D,Clothing,Jacket,Puma,Beige,XL
26F8C9E115FF9A1D82C8E6D8DBEFE939BD30848495026A971B2B8E28B79C7A17,Clothing,Jacket,Puma,Black,M
F6EE48035F764604435827094784BD04BE6EA4740B2F4A6ED23119E01929271F,Clothing,Jacket,Puma,Black,S
ADE9A847ACDD603344DDCE9E18D5C3860268ED1750EF8349B697EC2147554996,Clothing,Jacket,Puma,Black,XL
1166AC64138EE1F5DF7D5CF3AA7CB58C6B91FA7F2ABBB5E706E316FD7CFC13E4,Clothing,Jacket,Puma,Blue,M
F7761ED0170BE1AAED26F5A66DFEF5B64B76F7098A5E1FB99E60FB4D8DDDD7ED,Clothing,Jacket,Puma,Brown,L
780F66BFA3EECC8BD50F02EF8567046625CDBC1B3220AC2BB2EC04896A0940A7,Clothing,Jacket,Puma,Brown,M
90A459985D2B4BCDDCABBCD652049B29A7EC4EBD570CF5E0E5D4BA4F5CB4045D,Clothing,Jacket,Puma,Brown,S
DA7A6FE73412341FF50A5BEB829337B578FE3116E7229F71056EB71798B01D3B,Clothing,Jacket,Puma,Brown,XL
720D17DE6A489407EE21EF9858A4AA1A4C76C9438907440BC8D437576B228992,Clothing,Jacket,Puma,Green,L
5C710D0BAFC17FFA26FE4835B3345F88287A2EF7C93E82D6793C6524975A04F5,Clothing,Jacket,Puma,Green,M
0CF9D125758D6FB2D56CDCC01C0E445BB7361155D524FAA1E5D73E500A40CFA0,Clothing,Jacket,Puma,Green,XS
BD4443FFF304E33A81A5995E73AF36603B282889C367DFEDECFC9B6925FF9FA3,Clothing,Jacket,Puma,Grey,L
9E875526A00F56CF2D176C8C8959C08F615BE855B0546854EFD6FA9FB38005BE,Clothing,Jacket,Puma,Grey,S
C5D519C329AFB7BEB369837F1B9BFF783B2ABB543F7D048EB9C91943ED6515C4,Clothing,Jacket,Puma,Grey,XL
DCFAA4A47F256356BC71F597A0BD80C5421DEEDE30054B0F848485CF0C69A04E,Clothing,Jacket,Puma,Grey,XS
9D272590F54DBCDCB776AE3027B19985F3C843BC23A4B2B7AB572E8F8BDDF3F1,Clothing,Jacket,Puma,Navy,L
5230B8E5596DAE2CE989571316888A0066C11AEAA9D98FB64A33077756CFBDDC,Clothing,Jacket,Puma,Navy,M
A614B92969919205599D82AC9F342A4BE6FEDDD5F7F6447AED95552366B74955,Clothing,Jacket,Puma,Navy,XL
80EFA1BC855E9D4196B8DB2CBB627F0843651FA5DAC49BE306AB3175EA9E351A,Clothing,Jacket,Puma,Navy,XS
A18227CBF7204E7672DD7F61751F6F77C05BBC7CD77E54F09F0912F398BBA3B5,Clothing,Jacket,Puma,Pink,M
06DCD9B0242DB086AACAB488A05CE9A52844A7D34987DE8730D54836D1A627E1,Clothing,Jacket,Puma,Red,M
99F16DA530BF3AAB690CE76BAE8ED21ABE53CFB4FA70137A755CD71F3B398F8D,Clothing,Jacket,Puma,Red,S
7B874B4CB4CE3FBDD6C1A2C0AE436E871EC23A527F536E06F383DFBE3A7E7C62,Clothing,Jacket,Puma,Yellow,L
48F5824666094C4B4C3996294BFC443C38273FAE5550D644621E4C2B92101D94,Clothing,Jacket,Puma,Yellow,M
CCEBC25015AAD5B0317FF76D13B467EA4F9F778FD0A36A0B18338B3936A61EAC,Clothing,Jacket,Puma,Yellow,XL
F501FAE2D0414FBC13A13BAC845231026E6ADFD3DAA3F4C432CBE1D78CDFCF0C,Clothing,Jacket,Puma,Yellow,XS
54A2A93C6B4B6FB3689812F165FA5E594FCA5DD2D36C053D6D1D2BDA71030DDD,Clothing,Jacket,Puma,Yellow,XXL
7A3EF0C74DC7ABABB3DDDA3A566BF4C35749B68C58DB69C3B1EEB572C0971EB3,Clothing,Jacket,Roadster,Beige,L
9018612AFFB874B976D7CE7417CDC4CBE9BDD4EDAE335F2913F822942CD2AE92,Clothing,Jacket,Roadster,Beige,M
B5FF3A907D15C411F2D9949D638F753F8F0700DBA8B7DB82BD8FC1BA83D61A77,Clothing,Jacket,Roadster,Black,L
3B91F145D8D86A80A2842E4292C3D5E3575AACB25A455BE8F4C6A1D72E5160B5,Clothing,Jacket,Roadster,Black,M
AB2667CE844DF8922888DBD88BA989599877CDA0B8295645203DACBA42A938E7,Clothing,Jacket,Roadster,Black,S
8601413B907A9684ADF670A6B41307F222D27682EF8295EA19EC311F98D13611,Clothing,Jacket,Roadster,Black,XL
7D83912199991BFF76E28C576614DF2ACE16B359252CA0F3A2714DBE9F47E348,Clothing,Jacket,Roadster,Blue,L
BCB37F21F15AD32C9D983F5EEA8662FB003D6EB58F631A8E718B91FF51E27438,Clothing,Jacket,Roadster,Blue,M
141059FFE8FBFF999829795896BD0BC115B07E9AC8C1DAA1FF7A3BAF5E3F2555,Clothing,Jacket,Roadster,Blue,S
DA30856366A0CE4ED39D7C9811FD307B069F7208EE4D847B4E7C3BE7C422B87A,Clothing,Jacket,Roadster,Brown,L
2775BD54391C6DAC5413D21876E284DDC67774501272FE49FC6786D385C9EF63,Clothing,Jacket,Roadster,Brown,S
839F7F03C3CFA0D8A80E48F84C5566365DAD93C2B45B86B336A046302618BFF1,Clothing,Jacket,Roadster,Brown,XL
F5CE2E24D21FDF08891202EA46BF5F91C3B8594953D8AF2BFCED560FCC30E946,Clothing,Jacket,Roadster,Brown,XXL
D58C5CD77761BEED39BF6EDDDAC3E1929C38C04815ABD9D2803B1A1E1605CF41,Clothing,Jacket,Roadster,Green,M
C755148C59A83F70E8804F1BE6FBE8CE6E3E4CF898EB956680B1EA6A8B73D933,Clothing,Jacket,Roadster,Green,S
2D81CF112377C209115597AAFD6B64559D332AA5384A2D672A8EC59C57C9F725,Clothing,Jacket,Roadster,Grey,L
EA9D73597677801D6F68561D2E70B763581D5E6243E7DE957E2C85B98431176B,Clothing,Jacket,Roadster,Grey,S
34A133B2128C0EA6C04D0556300C3AF7D227265FC25BB6680BF7DEE910786293,Clothing,Jacket,Roadster,Navy,L
0E7605C6E4C315D8BF975E444350C500391E00B87B0057EB1827857B0FCF80F2,Clothing,Jacket,Roadster,Navy,M
F7CBF1B3CD0FE33E30FD5439B4510A9205D2853B101595D7613100DD95FB9683,Clothing,Jacket,Roadster,Navy,S
A9DC96E12C8DBAA747558484D06766BF2918B61F804A5B657A5EBE09FBE8423E,Clothing,Jacket,Roadster,Navy,XXL
B6522B7D2BEE07977DD7C82C937F764A3CF21E6DCE546B1EAB51DE40C344ED19,Clothing,Jacket,Roadster,Pink,XXL
2C0C73AFEDBCA4C40EFC73FA4646F65F51E66BD02345850ABC94705A6DD725D5,Clothing,Jacket,Roadster,Red,L
3F2C0FB38003C5677B048D261CB68BB01357FA654382840A3A127B5B5C4B8BED,Clothing,Jacket,Roadster,Red,S
9894F0B75A3A50604643534DB727E0DB4F7ACD4E2F07472C9A79A12A9AC3F671,Clothing,Jacket,Roadster,White,L
DB392B89DB8F2C3389695348D039C4ABDB551B388A0F07929770C331FB6DC860,Clothing,Jacket,Roadster,White,XS
5EEC7B30DEAEFB5C71E6D1EC1C7B32E1E532234B2141D09978E3F89335599B0D,Clothing,Jacket,Roadster,Yellow,M
7927E68B26727DA2529ECCEBE9E4B35C9B09738085A4A4F4BB4F481324FF7373,Clothing,Jacket,Roadster,Yellow,XXL
1FA17FE221061016C45FFD9001C411E9B3E6AFA631A34864DF38BB714AA542FD,Clothing,Jacket,US Polo,Beige,L
858E45A9631751AC0C4E35CD994096709B05E04EBD0C0DDEE2DC4FECBFDC7A8B,Clothing,Jacket,US Polo,Beige,M
725039F08CC57B8A57E30ED98B6044C51443A296E995C70322B1410BAA9A4734,Clothing,Jacket,US Polo,Beige,S
C0C89BF648ABF2B10F073412B396BBFA3445F3FC241EACAD26EAF0DC7041E606,Clothing,Jacket,US Polo,Beige,XL
251098ACFE173309A112BF964786824D76BB57493BD3B2C3CE7EDA1E73D0083F,Clothing,Jacket,US Polo,Beige,XXL
A0995B0D98B85D695F6DDF5DA584F8ECB9A0F9B4436CA68A056B51A766215A3F,Clothing,Jacket,US Polo,Black,L
61D6922DEAD6100F30DCBDA94824365C6402A23C8452F8FC24CE560F11897B6C,Clothing,Jacket,US Polo,Black,M
1A406AC825F1926DFEA5505272B8E8B7A3BAB0485455CDF83E41D492E3AE96E6,Clothing,Jacket,US Polo,Black,XL
609EF5E8E9ECE8F2CC3EF54FCA58186424E4BF249273B38071417C47765ABF3D,Clothing,Jacket,US Polo,Blue,M
49EAB18BFAF323F33C76EE99289B4850A9865EFE139854F8205C203F96E51E26,Clothing,Jacket,US Polo,Brown,L
96543BE5C98BB2668ADC6E2F8FCB2C9E14758255035C73B1AAE73DC03FDB9ABC,Clothing,Jacket,US Polo,Brown,M
8F5FC51ADEAC03D8F3D9293DC27ECCC37236373D018FC089B2E6FD73BD277125,Clothing,Jacket,US Polo,Brown,S
DE970945A38E8F9D8F7ED705FC6C493EA676FB9A01F796000A3E924CF9094213,Clothing,Jacket,US Polo,Brown,XL
6F742F6FA5D85CD83053E167167AE1E11FD57F1F2D84411E8872FEBF12DDDB11,Clothing,Jacket,US Polo,Brown,XXL
5BF789EA78A907A668E49E8F2D016E3E806BCB7A3D61E5DF2E446F2153933401,Clothing,Jacket,US Polo,Green,L
B50E160F935FBA3D7318CA515B32FC9EDF59676109929CCBB0130B1104340EC1,Clothing,Jacket,US Polo,Green,S
E61B90C2A5E5A4A890099DD32A237157E55FC63FC7B4326B444FAC28138E3029,Clothing,Jacket,US Polo,Green,XL
9EA1231DA9BFF8FB4494DB91478C51E3AE9A87BA0A9C032B1957B05AAA6ADC7C,Clothing,Jacket,US Polo,Green,XXL
EB4F25A74462CC97959BB1831BCB0448855103BF9F925F169EC571148C0681AE,Clothing,Jacket,US Polo,Grey,M
79C4DAC78075F91FECB35B1C72AB45C2CA1D3609F28F7A5CDFA476568E87D77B,Clothing,Jacket,US Polo,Grey,XXL
6F4B5EA1984E35050E28C74149734B3AB702D32A7ACF29E53BA25BE52917CE2D,Clothing,Jacket,US Polo,Navy,L
2CFCC78234F13B7E296745D76DB30145E86D336734D5B47037F2F3CB02A36E64,Clothing,Jacket,US Polo,Navy,M
0AAC6ED1043E64CFE696BB0B4300D9BBFFB2FE977739B3966FF2E6925D91A182,Clothing,Jacket,US Polo,Navy,S
CA21D20E8BEFA2400C5F597673F71A414E3625E7ABA31D9CFF4D655777951185,Clothing,Jacket,US Polo,Pink,S
23A275FACAA8D92B1229CE892096485B9908C637FA12992F0009A4B166E51D20,Clothing,Jacket,US Polo,Pink,XL
E1C88232092C36DA4015FA0345E4B33AF4563BCDEAA0F6A7A5BEAD05E3DE7C57,Clothing,Jacket,US Polo,Red,M
23C214890FDE25464DC7D8F02BFB498C31E98A6B285BB01274783110D0492350,Clothing,Jacket,US Polo,Red,XL
03BB5A7EF05BB0097FD34969C3DE4F59B7C1A07CAF7A632F5945D8778AFB968F,Clothing,Jacket,US Polo,Red,XS
BE2F5F8E4DD55865DD44CBF19F6EC1F5824881FE46739C43F4A35CA91EB0E728,Clothing,Jacket,US Polo,White,L
69E73FF022325577D1BEA51D80C5AC8D129BA0F8A52EC7F162C92F615B81DC5A,Clothing,Jacket,US Polo,White,M
3C1D014E08B7BCE69F62F4B3549F0508275F2F73CA43DA56CDC48956180EDC90,Clothing,Jacket,US Polo,White,S
36F5D11238501CE963E8AC6D9C3306516EED8F59A840F33A70421BD49EAA62F9,Clothing,Jacket,US Polo,White,XL
DDCDCBBC0C5EE0A51AFC82F181177F2DA6B28C2FBF3474082C16252AC1829FE5,Clothing,Jacket,US Polo,Yellow,L
BD902286DCDD7830D07AD37EEBCF2B608002E2AE787B28F03A314E973DF4579C,Clothing,Jacket,US Polo,Yellow,M
B714873420801D3902CFBF294FD1EA4C5B1E5FA98767C412B5F2ADBAE8CACA82,Clothing,Jacket,Zara,Beige,L
C023294B11DE3E7EDB3F5289624F915CB7B12D5AACBDCB989B7544769F006F59,Clothing,Jacket,Zara,Beige,M
895F2E3CB71123DA4696EE02DCF92D982C5FC22108DDF5E6EDD573D6B3C541DE,Clothing,Jacket,Zara,Beige,S
E5BF83D0A9AD05173E62BAF27EC63823852864549E11206C9F427F301E77BF90,Clothing,Jacket,Zara,Black,L
39D523BA617C1E61AC216B3E30BEAB71AA47C0F232830D095DBFF351FCE0DAAC,Clothing,Jacket,Zara,Black,M
A3434CC6693F5B91174E967AD3C0BE564F941B2A74DC9BF60A28A035BECF7CE9,Clothing,Jacket,Zara,Blue,M
CB4E6EA259C243E28DB854B3F2AF441A788AB320590412415B204B395C5AE21D,Clothing,Jacket,Zara,Blue,S
DFBA6626C38A0AE48B39E8A2465135BBBF5658BBC927294FF255C3EF4C84B308,Clothing,Jacket,Zara,Brown,M
8A726A0D3416464DB312625FE93440E8A4C66A64B2ECD78725E45D86B01F6612,Clothing,Jacket,Zara,Green,S
84FE062794623E7B1F839D8B5CB76E43789D312AC3C44FDDD53108FBDD059BFE,Clothing,Jacket,Zara,Green,XS
1B70968DA8308A0291232447243E255602A05707B7506C3DD56F7BBCA05B108F,Clothing,Jacket,Zara,Green,XXL
8EAB806ECB04012944FC61FA5E85A6DBD84FA6D93C3064497FDA821D1FDD5DB6,Clothing,Jacket,Zara,Grey,M
B1D522AB6677C3DD6AAEE66E5E9422E6D73EC6D29B522C311E29E891250B3840,Clothing,Jacket,Zara,Grey,S
825BF4F106CD191610A92D7B68A8A767B70BA518E412D41C71920B6DB506C787,Clothing,Jacket,Zara,Navy,L
7439DC177C836E4CD37D45888171165E689D9B4F8C09937E92DD4E101C6E52B0,Clothing,Jacket,Zara,Navy,M
4D6D5963C0D2B0D5617935D494C91EC3D31D15BA0DAA5257E9B3BAF66BF6A760,Clothing,Jacket,Zara,Navy,S
37A77BE86529AF789FD567F522240225ED890DF8FA1112F096C36BB66BE39D37,Clothing,Jacket,Zara,Navy,XL
53EAF3440BFCF38533848D9EE2CFA9F1F0C237409748538859DE995ABE0C78C2,Clothing,Jacket,Zara,Pink,L
A80FC2CACB328AA9D5E6BC1C3F13D285462249297906B73E400F1DDC088A5572,Clothing,Jacket,Zara,Pink,XXL
A5B9D7A0C99E56FCC95111ADB0BC5A3D066AAC099BFCD2EAC42494CA69F652A0,Clothing,Jacket,Zara,Red,L
524DCBBB72A1A978344B3A64FABCC3657B4C2D18B8BCD9F5C429C54746744FF1,Clothing,Jacket,Zara,Red,M
2F7367937B587FB3FA23FCA8497462654D4E378491DB6A2FC9B94EAA0779D82D,Clothing,Jacket,Zara,Red,S
E6A23CB66564C01B9E85EA8DB97EEDFF5D42AAEEF8B78BBD321D3BC0E199A158,Clothing,Jacket,Zara,White,L
4D3F4EF9058E7AB30CAFE92A92A965A2C3B0200E73EA9C63F11099492887DB9C,Clothing,Jacket,Zara,White,S
ABB266550D1DB753057A6DB2912CDA9544D801E186F33ED89CAB84A0A199EC8E,Clothing,Jacket,Zara,White,XL
ABFA76FF9566776C7EA5649AA5D132E79DA5416054AB90B64B60B13172E115C0,Clothing,Jacket,Zara,Yellow,S
1D31CDA8C56362FAC25EAB5DF66CE5FA275F14126B6B42D1E931EE43C0BFC5D3,Clothing,Jeans,Allen Solly,Beige,L
7C42815D03FEF8AEA096244B9E8BC5FE133536ED8C23D7AE04E56B736B4B476F,Clothing,Jeans,Allen Solly,Beige,M
EE4F8C83A26C5ACBAC807CD1EDE434987B5AEB53A6DFA80478D5E18927A06429,Clothing,Jeans,Allen Solly,Beige,XXL
63087EA058F2C215EDC1FD28044FCCA4B2A6D04C38BDE8E19D1FF79A25CDD54F,Clothing,Jeans,Allen Solly,Black,L
C138FEBDDA625BB21F3F23B6896B2844DD40A55D4FFAA8F23B5C782C9193668E,Clothing,Jeans,Allen Solly,Black,M
886B64E020865D84ABE4E33A27CF5A00646CBEAD8E75EE3A851CBFCF138C1101,Clothing,Jeans,Allen Solly,Blue,L
02EE2E002453C5925629BE84FD1A7F5C3A5BF27925E1218151F60F6DB48E732B,Clothing,Jeans,Allen Solly,Blue,M
6C479F6C44D874FFAF0A55954B82CC0F5E203DD861D8480AB4D5A67B52965445,Clothing,Jeans,Allen Solly,Blue,S
8FC0AE537488E07D6B28E6F096FD729611F76F1CAC861694FF7C0AC1C7FCAD6F,Clothing,Jeans,Allen Solly,Blue,XS
D038543B13C2613565396221E5A732F245EEE8CF26C781F05B4EE5DBD6A154B4,Clothing,Jeans,Allen Solly,Brown,L
271388E0502E7039072F69F3E8F6FCBC52CC71B5B1B9B301E819669724191D11,Clothing,Jeans,Allen Solly,Brown,M
F7E267EE6DE72301F1C76101DFE295EA0FF911366D0AA1A79996F18B7196F039,Clothing,Jeans,Allen Solly,Brown,S
0CBC64BF393C892419220F9FB897F79ED2638E0E28CB2D410130B579CF16832C,Clothing,Jeans,Allen Solly,Brown,XS
3D1D61FD0FEBEAA2C1A08AE7D93ED51216884790FF3BDB8DAB0B98E27D936D70,Clothing,Jeans,Allen Solly,Green,M
AB5437FBC3C3992288A74EE82AD67C95459BEEA878A23D40E1EF9583E6947E0E,Clothing,Jeans,Allen Solly,Green,XL
902B001FFD1214337AF2D2110C045545F18AA32A98BB2B06D3C25A74D9F3BDBE,Clothing,Jeans,Allen Solly,Grey,L
7CAF42CD19E553AEA8CEE0CCB0F873C8441BA63DA3196192BA4A2A4612AE4B6D,Clothing,Jeans,Allen Solly,Grey,M
DD78EE347F1394E41DFDE2F0C2E272ABDB35E4311A6EE00104BEA173731E81FA,Clothing,Jeans,Allen Solly,Grey,S
B7157771A0C3039FB21FE652320AD0505E8647F6A37AE64F1161D878CB62F487,Clothing,Jeans,Allen Solly,Navy,L
A3D70C76FDA00304F2DCAC93AA1F8E1E841F39383517B224BAC50E5F536F9457,Clothing,Jeans,Allen Solly,Pink,L
496DBB2FC2EC68C423A9084369EF1491C7ADC2690F6AA0D66E726E0A33D43C8B,Clothing,Jeans,Allen Solly,Pink,M
30CB0F1EE811FA87775DA6FE4C65E4C1088812F2F4744645207EA6B5DAA1CE79,Clothing,Jeans,Allen Solly,Pink,S
095E05BF27169E94DB45D04ABCD95CD04DDC59FBF7F10CC4DC38BC88DF50DF79,Clothing,Jeans,Allen Solly,Red,XXL
FB9F6AC11FBB5182D4875A8C745DBFED198BF499269C31D29ADC2C176E210717,Clothing,Jeans,Allen Solly,White,L
9B4A2297B6D488FCC616BF3A3CE83CAF3249CE29EF767D3660F3E630FF29D97F,Clothing,Jeans,Allen Solly,White,XL
3BE53FD590EEA0971187CB7E5DD062243BB34A00C0D4922450CD08CAA3B8F955,Clothing,Jeans,Allen Solly,White,XXL
96D4589B810113FE612D656AB4E0118F6B9B1A6A43A3FD92E15A257F5111596D,Clothing,Jeans,Bewakoof,Beige,L
4EC08648DEEDDCD468E3D4F1F21B198267E70902F88A5EDAB180A362B3545E3B,Clothing,Jeans,Bewakoof,Beige,M
9415098EF449613B76D26E756E8C46B9B55869228FE56E9F9891B796FA5E4946,Clothing,Jeans,Bewakoof,Beige,S
451791ED5581512E408B27D963FD990F20367C8B88968F9082BEC80AD036E81F,Clothing,Jeans,Bewakoof,Black,L
2956E82C85185BBF142EDDA4642B3CBB84664B21DB007A8578B3854B5D6AB028,Clothing,Jeans,Bewakoof,Black,M
E88B3B66C29E5A9345B0AF7213D9725C094A40E65A23C57B14DC24D01FD8ADE6,Clothing,Jeans,Bewakoof,Black,S
25708D10AC4E91B40CF743C1135BAE9E27EDCE90050AC25546C2B14851464783,Clothing,Jeans,Bewakoof,Black,XL
8739D11AA4ADF4AE7AD6ED067A70149D3840B7B606AB05021F6C991E2EF98E94,Clothing,Jeans,Bewakoof,Blue,L
E895F207C1EBFD999B5839BD681E45B5F2BA8AEB1F69ADC69F48592D95FC8A30,Clothing,Jeans,Bewakoof,Blue,M
9B84CE4F0C63288D242B72D5A0D4C0B0B120321873478E63B892977094C4778F,Clothing,Jeans,Bewakoof,Brown,M
D0F53FF62E4B006303D54B2A5121F82AAAAE1A5BFAC4B6E828A2693F01920BA3,Clothing,Jeans,Bewakoof,Brown,XL
1300C1AB6A46E0E244981BD22AB590760B64D0A3F20791C6C639DFB85E42F0E3,Clothing,Jeans,Bewakoof,Green,M
52E170BF5BCC211BD3F7E7D0CF511626335EB849BAB75FD452F2E9EDD9CCF630,Clothing,Jeans,Bewakoof,Green,XXL
6ABEF08EF2D71FED08F309F856AE997C34B874A0AEA4626D306B55CE0BDD8565,Clothing,Jeans,Bewakoof,Grey,L
DAF94F700433927EBA90DB5D1EA06397C5D037CC2C979C137BA8C1A3137189C9,Clothing,Jeans,Bewakoof,Grey,S
82A7D745808E5AF13897F9AAAD37AB67C04DC3DFDDB34E0F5DD5F803C5D541EA,Clothing,Jeans,Bewakoof,Navy,M
E0DE354E42723DE1B5C0B7DC86BC37B0F0F3B19026A063ADDE1177B308EBDC4F,Clothing,Jeans,Bewakoof,Navy,S
9A45FB8A7931F7ECD44FACBE3ACB0A33F4F8067F0A276521F6550B9C97839ED5,Clothing,Jeans,Bewakoof,Navy,XL
A7B2DAF77DFB17F6B3FC41ACCFCAC67DBD574C66728B1FDD17D4185F7507E0E1,Clothing,Jeans,Bewakoof,Pink,L
66F37A7EE6C0A934907482FF801E82EAB9C96907B51E0CB20B503A3E753DB0DF,Clothing,Jeans,Bewakoof,Pink,M
C3C546E144F38B42D7C1E9ABED448AD47C91C4E3312897B916DDF363C44156EA,Clothing,Jeans,Bewakoof,Pink,S
62DE662013AFE8A52805FDD75950FCD79FE6668235838FB660D1C740B82540DD,Clothing,Jeans,Bewakoof,Pink,XL
E68C6DC3963A8B428D21CC4470500B018DB0D0CC59A1E1D4AEEFBD5AB56D9A4E,Clothing,Jeans,Bewakoof,Pink,XXL
E8E1813B0F78DD0C2099A036B309211247B7BC46C2FB2E9F2FF4574AA179E751,Clothing,Jeans,Bewakoof,Red,L
256B084FF69D4840412CACA4C2ADB41F75A40B17DC36E6ED751421C9390B4F42,Clothing,Jeans,Bewakoof,Red,M
22A8573684873FBF9D9B6D0E50E340E40798A8D27B71B0C51741A5CA635CD499,Clothing,Jeans,Bewakoof,Red,XS
8524887C0CBBFF2DB469213664683043C38B951ED9743F02D4F29E79DF32759B,Clothing,Jeans,Bewakoof,White,L
8B74BAF3A10F0B9960D911287C5BF9BBE29CFDA7C22E8FE97F719B1F36CF53F1,Clothing,Jeans,Bewakoof,White,M
FC062FD63C0F08DDB841907A816DC58248BD732B852253C32166142D9CB79BF8,Clothing,Jeans,Bewakoof,Yellow,L
9CD6460323AC9190820C2E4F901B5A9FE92E08C3949E8236BD4D155691D5BE17,Clothing,Jeans,Bewakoof,Yellow,M
8516E40A4C87742C099B0E9A42463A7890141FF8D86109A4C53BE24CD1EBFDEE,Clothing,Jeans,Bewakoof,Yellow,S
77B95693F8ECA6E5A7442A6A99D284018B0C00D33B2B4547686DA4FE03231465,Clothing,Jeans,Bewakoof,Yellow,XL
46E8134F326F2C823E4FA80FE9E4B65EF85B94B170A56017DEA6DF48291E4C96,Clothing,Jeans,H&M,Beige,M
C137E4D25883D726B7496D6D715A184D1E1D19408E237B703182DF8092BBDC21,Clothing,Jeans,H&M,Beige,S
3814F68D739F225DBE3A375208D5A02053641B61C3E89965D4A149D80F2374AC,Clothing,Jeans,H&M,Black,S
79115CE1FB99A3971C62B260DA1169492977DB90C91ACC58832E6A360101FD1D,Clothing,Jeans,H&M,Black,XL
4FC67C78E05CDF1C2B56915FDF96016B37425BC3BBE06D756F93E0786BE5FC58,Clothing,Jeans,H&M,Blue,S
425958457C2C5D690D702DC8FF4E177E2B0622994C1C56CADF7AB3E3C22E3AC7,Clothing,Jeans,H&M,Blue,XXL
30B44860B4ED3A27862F0C6D42A5D73762B261191DE43BFC16B15E01BDD2FBDD,Clothing,Jeans,H&M,Brown,L
22D74CEF24294C4091CBAB32F7502268B7589B2A0A8D10934A71F70985CC45CF,Clothing,Jeans,H&M,Brown,M
4B615BBA08D3D9BCCC71E03A7979943DA2C4D7BC6A569B511F9F633913F744AF,Clothing,Jeans,H&M,Green,L
740BBDA5A5378E5AC0441D0B586FEE91E9EE2C6EEC27041B8C572E24BE7CC538,Clothing,Jeans,H&M,Green,M
76DEDF4002160F1427DD926739731F96CDE5BBFD37EF6BE6278CF9D2DA45D311,Clothing,Jeans,H&M,Green,S
63AAD8D87E443ADF9A038BD4F6833CF9735D411AA7BB8E3EB1C105E16D486854,Clothing,Jeans,H&M,Green,XL
6082B7930D4C58802AAFB2705360F3E7315767D3875103FEC4E1287771EE47F5,Clothing,Jeans,H&M,Grey,M
D378B59EA062731DF6544D871A9804835C305B88F04A77A3A2F6C18D2D6E2F35,Clothing,Jeans,H&M,Navy,L
4FF13BB3629E406A5A5625D88EE57540551372E1B8D39BF25664F4F4FFC7E761,Clothing,Jeans,H&M,Navy,M
04C95EF8D745C9193AA09438FEB704A3A7F9DA4AAF7A6BB98D2CADDA7BCD041E,Clothing,Jeans,H&M,Navy,S
A0CD39FA1E69CFFF3CEA89BFAA269911494E44DE2A7861DB08DE5F46ABB5CCEE,Clothing,Jeans,H&M,Navy,XXL
04F01189EB50F7ECE53CDE17B9D2A09D8648B10FE01F7B3E35B86EDD0269BA2F,Clothing,Jeans,H&M,Pink,L
